,winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
6308,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,4.0,3.0
6309,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
6310,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0
6311,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,4.0,3.0
6312,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6313,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0
6314,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,4.0,3.0
6315,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6316,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,4.0,3.0
6317,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,5.0,3.0
6318,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,4.0,2.0
6319,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,4.0,3.0
6320,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,4.0,3.0
6321,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,4.0,3.0
6322,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,4.0,3.0
6323,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0
6324,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0
6325,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
6326,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,4.0,3.0
6327,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,4.0,3.0
6328,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,4.0,3.0
6329,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,4.0,3.0
6330,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,4.0,3.0
6331,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,3.0,3.0
6332,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,3.0,3.0
6333,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,4.0,3.0
6334,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
6335,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0
6336,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,4.0,3.0
6337,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6338,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0
6339,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,4.0,3.0
6340,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6341,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,4.0,3.0
6342,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,5.0,3.0
6343,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,4.0,2.0
6344,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,4.0,3.0
6345,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,4.0,3.0
6346,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,4.0,3.0
6347,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,4.0,3.0
6348,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0
6349,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0
6350,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
6351,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,4.0,3.0
6352,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,4.0,3.0
6353,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,4.0,3.0
6354,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,4.0,3.0
6355,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,4.0,3.0
6356,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,3.0,3.0
6357,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,3.0,3.0
6358,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,4.0,3.0
6359,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
6360,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0
6361,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,4.0,3.0
6362,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6363,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0
6364,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,4.0,3.0
6365,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6366,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,4.0,3.0
6367,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,5.0,3.0
6368,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,4.0,2.0
6369,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,4.0,3.0
6370,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,4.0,3.0
6371,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,4.0,3.0
6372,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,4.0,3.0
6373,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0
6374,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0
6375,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
6376,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,4.0,3.0
6377,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,4.0,3.0
6378,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,4.0,3.0
6379,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,4.0,3.0
6380,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,4.0,3.0
6381,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,3.0,3.0
6382,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,3.0,3.0
6383,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,4.0,3.0
6384,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
6385,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0
6386,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,4.0,3.0
6387,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6388,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0
6389,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,4.0,3.0
6390,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6391,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,4.0,3.0
6392,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,5.0,3.0
6393,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,4.0,2.0
6394,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,4.0,3.0
6395,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,4.0,3.0
6396,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,4.0,3.0
6397,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,4.0,3.0
6398,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0
6399,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0
6400,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
6401,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,4.0,3.0
6402,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,4.0,3.0
6403,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,4.0,3.0
6404,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,4.0,3.0
6405,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,4.0,3.0
6406,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,3.0,3.0
6407,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,3.0,3.0
6408,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,4.0,3.0
6409,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
6410,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0
6411,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,4.0,3.0
6412,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6413,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0
6414,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,4.0,3.0
6415,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6416,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,4.0,3.0
6417,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,5.0,3.0
6418,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,4.0,2.0
6419,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,4.0,3.0
6420,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,4.0,3.0
6421,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,4.0,3.0
6422,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,4.0,3.0
6423,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0
6424,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0
6425,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
6426,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,4.0,3.0
6427,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,4.0,3.0
6428,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,4.0,3.0
6429,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,4.0,3.0
6430,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,4.0,3.0
6431,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,3.0,3.0
6432,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,3.0,3.0
6433,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,4.0,3.0
6434,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
6435,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0
6436,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,4.0,3.0
6437,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6438,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0
6439,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,4.0,3.0
6440,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6441,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,4.0,3.0
6442,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,5.0,3.0
6443,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,4.0,2.0
6444,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,4.0,3.0
6445,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,4.0,3.0
6446,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,4.0,3.0
6447,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,4.0,3.0
6448,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0
6449,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0
6450,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
6451,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,4.0,3.0
6452,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,4.0,3.0
6453,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,4.0,3.0
6454,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,4.0,3.0
6455,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,4.0,3.0
6456,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,3.0,3.0
6457,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,3.0,3.0
6458,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,4.0,3.0
6459,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
6460,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0
6461,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,4.0,3.0
6462,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6463,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0
6464,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,4.0,3.0
6465,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6466,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,4.0,3.0
6467,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,5.0,3.0
6468,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,4.0,2.0
6469,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,4.0,3.0
6470,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,4.0,3.0
6471,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,4.0,3.0
6472,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,4.0,3.0
6473,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0
6474,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0
6475,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,,
6476,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,,
6477,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,,
6478,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,,
6479,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,,
6480,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,,
6481,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,,
6482,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,,
6483,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,,
6484,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,,
6485,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,,
6486,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,,
6487,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6488,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,,
6489,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,,
6490,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6491,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,,
6492,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,,
6493,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,,
6494,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,,
6495,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,,
6496,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,,
6497,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,,
6498,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,,
6499,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,,
6500,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
6501,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,4.0,3.0
6502,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,4.0,3.0
6503,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,4.0,3.0
6504,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,4.0,3.0
6505,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,4.0,3.0
6506,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,3.0,3.0
6507,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,3.0,3.0
6508,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,4.0,3.0
6509,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
6510,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0
6511,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,4.0,3.0
6512,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6513,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0
6514,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,4.0,3.0
6515,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6516,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,4.0,3.0
6517,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,5.0,3.0
6518,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,4.0,2.0
6519,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,4.0,3.0
6520,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,4.0,3.0
6521,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,4.0,3.0
6522,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,4.0,3.0
6523,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0
6524,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0
6525,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
6526,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,4.0,3.0
6527,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,4.0,3.0
6528,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,4.0,3.0
6529,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,4.0,3.0
6530,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,4.0,3.0
6531,Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,17.9,Mencia,3.0,3.0
6532,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,16.78,Albarino,3.0,3.0
6533,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,13.58,Rioja Red,4.0,3.0
6534,Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5.0,3.0
6535,Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,51.35,Ribera Del Duero Red,5.0,3.0
6536,Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,22.99,Rioja Red,4.0,3.0
6537,Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,11.95,,,
6538,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,7.1,Sherry,4.0,3.0
6539,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,77.36,Priorat Red,4.0,3.0
6540,Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,19.9,,,
6541,Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,28.53,Rioja Red,4.0,3.0
6542,Matsu,El Viejo,2019,4.2,400,Espana,Toro,27.89,Toro Red,5.0,3.0
6543,Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,48.96,Tempranillo,4.0,2.0
6544,Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,61.94,Rioja Red,4.0,3.0
6545,Contino,Reserva,2016,4.2,392,Espana,Rioja,19.98,Rioja Red,4.0,3.0
6546,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,16.76,Priorat Red,4.0,3.0
6547,Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,24.45,Red,4.0,3.0
6548,Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,64.5,Ribera Del Duero Red,5.0,3.0
6549,Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,31.63,Ribera Del Duero Red,5.0,3.0
6550,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,29.15,Rioja White,3.0,3.0
6551,La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,17.5,Rioja Red,4.0,3.0
6552,Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,18.9,Red,4.0,3.0
6553,Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,23.95,Red,4.0,3.0
6554,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,28.3,Rioja Red,4.0,3.0
6555,Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,45.0,Rioja Red,4.0,3.0
