,winery,wine,year,rating,num_reviews,region,price,latitude,longitude
855,Arzuaga,Reserva Ribera del Duero,2018.0,4.4,128,Ribera del Duero,32.15,41.66575665,-3.686329463971761
856,Familia Torres,Perpetual,2017.0,4.4,127,Priorato,62.75,44.8741121,10.1628956
857,Gramona,Cava Celler Batlle,2010.0,4.4,126,Cava,58.3,42.31658175,1.6111496867672197
858,Ferrer Bobet,Seleccio Especial Vinyes Velles,2016.0,4.4,123,Priorato,58.9,44.8741121,10.1628956
859,Merum Priorati,El Cel,2015.0,4.4,123,Priorato,59.0,44.8741121,10.1628956
860,Gomez Cruzado,Montes Obarenes Seleccion Terroir,2016.0,4.4,122,Rioja,42.95,42.2814642,-2.482804975070473
861,Vall Llach,Porrera Vi de Vila,2017.0,4.4,122,Priorato,43.95,44.8741121,10.1628956
862,Resalte,Gran Ribera del Duero,2010.0,4.4,122,Ribera del Duero,41.9188925,41.66575665,-3.686329463971761
863,Scala Dei,Heretge Priorat,2017.0,4.4,120,Priorato,91.03,44.8741121,10.1628956
864,Figuero,Vinas Viejas,2018.0,4.4,119,Ribera del Duero,25.1,41.66575665,-3.686329463971761
865,Artadi,La Poza de Ballesteros,2014.0,4.4,119,Vino de Espana,104.0,42.1771554,-8.4341104
866,Artadi,El Carretil,2010.0,4.4,117,Vino de Espana,295.3,42.1771554,-8.4341104
868,Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2015.0,4.4,116,Ribera del Duero,71.95,41.66575665,-3.686329463971761
869,Pinea,17,2018.0,4.4,115,Ribera del Duero,57.9,41.66575665,-3.686329463971761
870,Vina Sastre,Pesus Ribera del Duero,2011.0,4.4,114,Ribera del Duero,465.0,41.66575665,-3.686329463971761
871,Mas Doix,Doix,2014.0,4.4,114,Priorato,116.0,44.8741121,10.1628956
872,Terroir Al Limit Soc. Lda,Les Tosses,2014.0,4.4,113,Priorato,158.88,44.8741121,10.1628956
873,Martinet,Cami Pesseroles,2007.0,4.4,112,Priorato,165.85,44.8741121,10.1628956
874,Artadi,La Poza de Ballesteros,2013.0,4.4,112,Vino de Espana,101.01,42.1771554,-8.4341104
875,Portal del Priorat,Clos del Portal Tros de Clos,2016.0,4.4,109,Priorato,56.95,44.8741121,10.1628956
876,Vina Sastre,Pago de Santa Cruz,2019.0,4.4,109,Ribera del Duero,48.69,41.66575665,-3.686329463971761
877,Bodegas Mas Alta,La Basseta,2016.0,4.4,108,Priorato,56.0,44.8741121,10.1628956
879,Nin-Ortiz,Nit de Nin Mas d'en Cacador,2017.0,4.4,106,Priorato,89.9,44.8741121,10.1628956
880,Casa Rojo,Minami,2016.0,4.4,106,Jumilla,48.9,38.4735408,-1.3285417
882,Alvaro Palacios,Vi de Vila Gratallops,2019.0,4.4,105,Priorato,54.5,44.8741121,10.1628956
883,Bodegas Naluar & Acediano,Acediano,2016.0,4.4,104,Ribera del Duero,42.0,41.66575665,-3.686329463971761
884,Gramona,Cava Celler Batlle,2009.0,4.4,102,Cava,59.75,42.31658175,1.6111496867672197
885,Cims de Porrera,Classic,2012.0,4.4,102,Priorato,49.95,44.8741121,10.1628956
886,Murua,Veguin de Murua Gran Reserva,2012.0,4.4,101,Rioja,36.0,42.2814642,-2.482804975070473
887,Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias,2020.0,4.4,101,Valdeorras,16.39,42.34834155,-6.9659982204038755
888,Mas Doix,Doix,2015.0,4.4,100,Priorato,95.0,44.8741121,10.1628956
889,Vinyes Domenech,Teixar,2015.0,4.4,99,Montsant,51.05,41.1171253,1.211005
890,Sei Solo,Tinto,2018.0,4.4,99,Ribera del Duero,52.9,41.66575665,-3.686329463971761
891,Bodegas Ximenez-Spinola,Anada Pedro Ximenez,2018.0,4.4,99,Jerez-Xeres-Sherry,17.5,36.65901315,-6.155439431926194
892,Abadia Retuerta,Le Domaine Blanco de Guarda,2020.0,4.4,99,Sardon de Duero,33.8,41.6085193,-4.4339323
893,Artadi,Vina El Pison,1999.0,4.4,98,Vino de Espana,419.85,42.1771554,-8.4341104
894,Portal del Priorat,Clos del Portal Somni,2016.0,4.4,98,Priorato,33.03,44.8741121,10.1628956
895,Terroir Al Limit Soc. Lda,Les Manyes,2015.0,4.4,98,Priorato,189.0,44.8741121,10.1628956
896,Castillo Perelada,Emporda Aires de Garbet,2017.0,4.4,98,Emporda,39.22,42.1893929,3.077661284375413
897,Pago de Vallegarcia,Montes de Toledo Syrah,2019.0,4.4,97,Castilla,19.5,-15.5859786,-72.3617354
898,Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2014.0,4.4,97,Ribera del Duero,44.0,41.66575665,-3.686329463971761
899,Vina Sastre,Regina Vides Ribera del Duero,2010.0,4.4,96,Ribera del Duero,101.1,41.66575665,-3.686329463971761
900,Eulogio Pomares,Maceracion Con Pieles,2017.0,4.4,95,Rias Baixas,36.95,42.3533841,-7.8778072
902,Marques de Riscal,Baron de Chirel Rioja Reserva,2003.0,4.4,95,Rioja,77.0,42.2814642,-2.482804975070473
903,Casa Castillo,Pie Franco,2018.0,4.4,95,Jumilla,69.0,38.4735408,-1.3285417
904,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2004.0,4.4,94,Rioja,90.0,42.2814642,-2.482804975070473
905,Sangenis I Vaque,Clos Monlleo,2011.0,4.4,94,Priorato,50.0,44.8741121,10.1628956
906,Allende,Calvario Rioja,2010.0,4.4,92,Rioja,125.97,42.2814642,-2.482804975070473
908,Bodegas Mas Alta,La Solana Alta,2017.0,4.4,90,Priorato,63.46,44.8741121,10.1628956
909,Vinas del Vero,Blecua Somontano,2004.0,4.4,88,Somontano,69.0,42.0883878,0.09940412890672314
910,Merum Priorati,El Cel,2016.0,4.4,88,Priorato,64.0,44.8741121,10.1628956
911,VALENCISO,Rioja Reserva 10 Anos Despues Edicion Limitada,2011.0,4.4,88,Rioja,57.9,42.2814642,-2.482804975070473
912,Artadi,El Carretil,2014.0,4.4,86,Vino de Espana,143.51,42.1771554,-8.4341104
913,Mas Perinet,Perinet + Plus,2004.0,4.4,85,Priorato,54.05,44.8741121,10.1628956
914,Espectacle del Montsant,Tinto,2017.0,4.4,85,Montsant,102.0,41.1171253,1.211005
915,Clos Mogador,Priorat,1999.0,4.4,85,Priorato,95.0,44.8741121,10.1628956
916,Luis A. Rodriguez Vazquez,Vina de Martin Escolma Ribeiro,2016.0,4.4,85,Ribeiro,37.65,42.31990645,-8.152266856014716
917,Artadi,Vina El Pison,2001.0,4.4,85,Vino de Espana,340.0,42.1771554,-8.4341104
918,Carmelo Rodero,Reserva,2018.0,4.4,83,Ribera del Duero,28.9,41.66575665,-3.686329463971761
919,Alvaro Palacios,Finca Dofi,2019.0,4.4,82,Priorato,84.55,44.8741121,10.1628956
921,Martinet,Cami Pesseroles,2008.0,4.4,80,Priorato,152.6,44.8741121,10.1628956
922,Vizcarra,Ribera del Duero Torralvo,2018.0,4.4,80,Ribera del Duero,32.45,41.66575665,-3.686329463971761
923,Chozas Carrascal,El Cabernet F - Familiar,2017.0,4.4,80,Utiel-Requena,34.9,39.4880777,-1.1001643
924,Bodegas Vilano,Premium,2018.0,4.4,79,Ribera del Duero,35.0,41.66575665,-3.686329463971761
925,Pago de Vallegarcia,Hipperia Red Blend,2018.0,4.4,79,Castilla,24.9,-15.5859786,-72.3617354
926,Alonso del Yerro,Maria Ribera del Duero,2016.0,4.4,78,Ribera del Duero,53.9,41.66575665,-3.686329463971761
927,Emilio Moro,Vendimia Seleccionada,2019.0,4.4,77,Ribera del Duero,21.38,41.66575665,-3.686329463971761
928,Artadi,Vina El Pison,2016.0,4.4,77,Vino de Espana,385.0,42.1771554,-8.4341104
929,Clos Figueras,Clos Figueres,2017.0,4.4,75,Priorato,53.4,44.8741121,10.1628956
930,Bodegas Monte La Reina,Castillo de Monte la Reina Cuvee Privee,2015.0,4.4,75,Toro,14.65,41.5216963,-5.3939824
931,Alonso del Yerro,Maria Ribera del Duero,2015.0,4.4,75,Ribera del Duero,54.9,41.66575665,-3.686329463971761
933,Ontanon,Queiron Reserva Vinedos Familiares,2011.0,4.4,74,Rioja,26.85,42.2814642,-2.482804975070473
934,Martinet,Cami Pesseroles,2011.0,4.4,74,Priorato,126.5,44.8741121,10.1628956
936,Ferrer Bobet,Seleccio Especial Vinyes Velles,2017.0,4.4,73,Priorato,64.35,44.8741121,10.1628956
937,Dominio de Atauta,Llanos del Almendro Ribera del Duero,2011.0,4.4,73,Ribera del Duero,115.2,41.66575665,-3.686329463971761
938,Alta Alella,Dolc Mataro,2018.0,4.4,72,Alella,17.95,41.4952867,2.2942758
941,Teso La Monja,Victorino,2019.0,4.4,71,Toro,33.9,41.5216963,-5.3939824
942,Bodegas Roda,Roda I Reserva Rioja,2017.0,4.4,71,Rioja,45.95,42.2814642,-2.482804975070473
943,Bodega Elias Mora,Toro 2V Premium,2005.0,4.4,70,Toro,44.0,41.5216963,-5.3939824
944,Tridente,Rejon Tempranillo,2018.0,4.4,70,Castilla y Leon,31.94,41.8037172,-4.7471726
945,Joan Simo,Les Eres Vinyes Velles,2015.0,4.4,70,Priorato,32.49,44.8741121,10.1628956
946,Hacienda Lopez de Haro,Gran Reserva Classica Blanco,2012.0,4.4,70,Rioja,36.75,42.2814642,-2.482804975070473
947,Can Axartell,The Artist,2016.0,4.4,69,Mallorca,26.84,39.613432,2.880353635614984
949,Pazo Barrantes,La Comtesse de Pazo Barrantes Albarino,2017.0,4.4,69,Rias Baixas,59.95,42.3533841,-7.8778072
950,Sara Perez y Rene Barbier,Gratallops Partida Bellvisos,2007.0,4.4,69,Priorato,241.4,44.8741121,10.1628956
951,Abadia Retuerta,Seleccion Especial,2018.0,4.4,68,Sardon de Duero,27.6,41.6085193,-4.4339323
952,Abel Mendoza Monge,5V Blanco,2019.0,4.4,68,Rioja,37.98,42.2814642,-2.482804975070473
953,Mas Llunes,Finca Butaros Vinya Centenaria,2015.0,4.4,67,Emporda,32.23,42.1893929,3.077661284375413
954,Familia Torres,Grans Muralles,2016.0,4.4,67,Conca de Barbera,123.76,41.44389565,1.1885113323042593
955,Losada,La Bienquerida,2018.0,4.4,66,Bierzo,34.55,42.65265025,-6.62318404217132
956,Artadi,El Carretil,2016.0,4.4,66,Vino de Espana,155.0,42.1771554,-8.4341104
957,Marques de Vargas,Seleccion Privada,2011.0,4.4,65,Rioja,68.0,42.2814642,-2.482804975070473
958,Protos,Seleccion Finca el Grajo Viejo,2017.0,4.4,65,Ribera del Duero,59.9,41.66575665,-3.686329463971761
959,Bodegas Frontaura,Aponte Winemaker's Private Collection Tempranillo,2008.0,4.4,66,Toro,112.0,41.5216963,-5.3939824
960,Roig Parals,Cami de Cormes,2018.0,4.4,65,Emporda,14.18,42.1893929,3.077661284375413
961,Oxer Wines,Kalamity Rioja,2017.0,4.4,65,Rioja,106.0,42.2814642,-2.482804975070473
962,Perinet,1194,2016.0,4.4,64,Priorato,105.8121097,44.8741121,10.1628956
963,Cepa 21,Malabrigo Ribera del Duero,2018.0,4.4,65,Ribera del Duero,31.5,41.66575665,-3.686329463971761
965,Avgvstvs,Reserva Trajanvs,2016.0,4.4,64,Penedes,21.5,33.4742351,-117.627579
966,Alvaro Palacios,Finca Dofi,1999.0,4.4,64,Priorato,75.0,44.8741121,10.1628956
967,Jorge Ordonez,No. 2 Victoria,2018.0,4.4,64,Malaga,15.9,36.7213028,-4.4216366
968,Remelluri,Granja Gran Reserva Rioja,2013.0,4.4,63,Rioja,53.9,42.2814642,-2.482804975070473
969,Castillo Perelada,Emporda Gran Claustro,2015.0,4.4,63,Emporda,30.86,42.1893929,3.077661284375413
970,Anima Negra,Son Negre,2010.0,4.4,63,Mallorca,235.95,39.613432,2.880353635614984
971,Vinicola Real,200 Monges Rioja Reserva,2012.0,4.4,62,Rioja,38.5,42.2814642,-2.482804975070473
972,Ramon Bilbao,Lalomba Finca Valhonta,2017.0,4.4,61,Rioja,56.75,42.2814642,-2.482804975070473
973,Clos Mogador,Manyetes,2017.0,4.4,61,Priorato,59.9,44.8741121,10.1628956
974,Vina Pedrosa,Gran Reserva,2014.0,4.4,60,Ribera del Duero,122.667917,41.66575665,-3.686329463971761
975,Recaredo,Serral del Vell Brut Nature,2016.0,4.4,60,Cava,34.56,42.31658175,1.6111496867672197
976,Abadia Retuerta,Pago Valdebellon,2016.0,4.4,60,Sardon de Duero,65.9,41.6085193,-4.4339323
977,Gramona,Cava Celler Batlle,2011.0,4.4,59,Cava,59.75,42.31658175,1.6111496867672197
978,Vina Sastre,Pesus Ribera del Duero,2003.0,4.4,59,Ribera del Duero,509.25,41.66575665,-3.686329463971761
979,Terroir Al Limit Soc. Lda,Les Tosses,2013.0,4.4,59,Priorato,158.88,44.8741121,10.1628956
980,Leda,Guarda de Leda Seleccion Tempranillo,2015.0,4.4,59,Castilla y Leon,37.66,41.8037172,-4.7471726
981,Enric Soler,Nun Vinya dels Taus,2018.0,4.4,59,Penedes,62.7,33.4742351,-117.627579
982,Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2016.0,4.4,58,Priorato,60.73,44.8741121,10.1628956
983,Es Fangar,Lo Cortinelo.Lo Blanc,2017.0,4.4,58,Pla i Llevant,27.25,39.385214,-0.4479828
984,Cal Batllet - Celler Ripoll Sans,5 Partides Gratallops Vi de La Vila,2014.0,4.4,58,Priorato,49.6,44.8741121,10.1628956
985,Llopart,Cava Ex-Vite Gran Reserva Brut,2010.0,4.4,57,Cava,43.5,42.31658175,1.6111496867672197
987,Portia,Summa Edicion Limitada,2015.0,4.4,56,Ribera del Duero,89.97,41.66575665,-3.686329463971761
988,Bodegas Mas Alta,Cirerets,2019.0,4.4,56,Priorato,37.9,44.8741121,10.1628956
989,Los Aguilares,Pago El Espino,2019.0,4.4,56,Sierras de Malaga,18.9,36.9218381,-4.0957668
990,La Vicalanda,Gran Reserva,2015.0,4.4,55,Rioja,53.8,42.2814642,-2.482804975070473
991,Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2015.0,4.4,55,Ribera del Duero,55.25,41.66575665,-3.686329463971761
992,Ostatu,Gloria Rioja,2011.0,4.4,55,Rioja Alavesa,44.9,42.54415095,-2.5454223587321856
993,Finca Valpiedra,Petra de Valpiedra Garnacha,2017.0,4.4,55,Rioja,32.9,42.2814642,-2.482804975070473
994,Vina Pomal,Alto de la Caseta,2015.0,4.4,54,Rioja,82.5,42.2814642,-2.482804975070473
995,Recaredo,Serral del Vell Brut Nature,2015.0,4.4,54,Cava,33.78,42.31658175,1.6111496867672197
996,Tridente,Rejon Tempranillo,2017.0,4.4,54,Castilla y Leon,34.9,41.8037172,-4.7471726
997,Vall Llach,Mas de la Rosa,2016.0,4.4,53,Priorato,367.39,44.8741121,10.1628956
998,Baigorri,Rioja B70,2014.0,4.4,52,Rioja,104.5,42.2814642,-2.482804975070473
999,Matarromera,Gran Reserva,2014.0,4.4,52,Ribera del Duero,74.55,41.66575665,-3.686329463971761
1000,Vivaltus,Tinto,2016.0,4.4,52,Ribera del Duero,119.0,41.66575665,-3.686329463971761
1001,Comenge,Don Miguel,2016.0,4.4,51,Ribera del Duero,31.9239296995019,41.66575665,-3.686329463971761
1002,Collbaix Celler El Moli,Singular Negre,2015.0,4.4,51,Pla de Bages,27.35,41.7785429,1.8904077
1003,Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2017.0,4.4,51,Priorato,33.0,44.8741121,10.1628956
1005,Pujanza,Rioja Cisma,2014.0,4.4,50,Rioja,140.0,42.2814642,-2.482804975070473
1006,Jesus Madrazo,Seleccion Rioja,2018.0,4.4,50,Rioja,32.0,42.2814642,-2.482804975070473
1007,Allende,Martires Rioja,2015.0,4.4,50,Rioja,91.5,42.2814642,-2.482804975070473
1008,Llopart,Cava Original Brut (Espumos),2010.0,4.4,49,Cava,52.95,42.31658175,1.6111496867672197
1009,Albet i Noya,Marti Reserva Penedes,2015.0,4.4,49,Penedes,35.15,33.4742351,-117.627579
1010,La Rioja Alta,Vina Ardanza Reserva Seleccion Especial,2015.0,4.4,49,Rioja,23.0,42.2814642,-2.482804975070473
1012,Olivier Riviere,Pozo Alto,2016.0,4.4,48,Rioja,119.95,42.2814642,-2.482804975070473
1013,Bodegas Amaren,El Cristo de Samaniego,2017.0,4.4,47,Rioja Alavesa,42.9,42.54415095,-2.5454223587321856
1014,Bodegas Tierra,El Belisario,2016.0,4.4,47,Rioja,39.9,42.2814642,-2.482804975070473
1016,Clos Erasmus,Priorat,2017.0,4.4,45,Priorato,209.31,44.8741121,10.1628956
1019,Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2020.0,4.4,44,Rias Baixas,26.5,42.3533841,-7.8778072
1020,Legaris,La Aguilera,2016.0,4.4,44,Ribera del Duero,32.5,41.66575665,-3.686329463971761
1021,Bodega Contador (Benjamin Romeo),Pirata,2014.0,4.4,44,Rioja,194.0,42.2814642,-2.482804975070473
1022,Vinas del Vero,Blecua Somontano,2014.0,4.4,43,Somontano,74.95,42.0883878,0.09940412890672314
1023,Territorio Luthier,Hispania,2018.0,4.4,43,Ribera del Duero,28.9,41.66575665,-3.686329463971761
1024,Martin Codax,Arousa,2019.0,4.4,44,Vino de Espana,18.99,42.1771554,-8.4341104
1025,Vinedos Hermanos Hernaiz,Las Cenizas Tempranillo,2018.0,4.4,43,Rioja Alta,19.95,42.4157318,-2.87947386168831
1026,Cims de Porrera,Solanes Priorat,2003.0,4.4,43,Priorato,38.66,44.8741121,10.1628956
1028,Martinet,Cami Pesseroles,2017.0,4.4,42,Priorato,75.5,44.8741121,10.1628956
1029,Freixenet,Cava Cuvee De Prestige Trepat,2019.0,4.4,43,Cava,7.89,42.31658175,1.6111496867672197
1030,Azpilicueta,Felix Azpilicueta Coleccion Privada,2019.0,4.4,41,Rioja,18.0,42.2814642,-2.482804975070473
1031,Gramona,Savinat Sauvignon Blanc,2019.0,4.4,41,Penedes,17.9,33.4742351,-117.627579
1032,Veronica Salgado,Capricho Crianza,2017.0,4.4,41,Ribera del Duero,15.4438025,41.66575665,-3.686329463971761
1033,Vinedos Hermanos Hernaiz,Finca La Emperatriz Vinedo Singular Tinto,2017.0,4.4,41,Rioja Alta,33.55,42.4157318,-2.87947386168831
1034,Clos Galena,Galena,2017.0,4.4,41,Priorato,19.8,44.8741121,10.1628956
1037,Bodegas Imperiales - Abadia de San Quirce,Finca Helena,2015.0,4.4,40,Ribera del Duero,59.9,41.66575665,-3.686329463971761
1038,Marta Mate,Primordium,2012.0,4.4,40,Ribera del Duero,29.9,41.66575665,-3.686329463971761
1039,Albet i Noya,Marti Reserva Penedes,2016.0,4.4,39,Penedes,33.8,33.4742351,-117.627579
1040,Bodegas Mas Alta,La Solana Alta,2018.0,4.4,39,Priorato,43.5,44.8741121,10.1628956
1041,Venta Las Vacas,La Cuartilleja Reserva,2016.0,4.4,39,Ribera del Duero,39.9,41.66575665,-3.686329463971761
1042,Emilio Moro,Malleolus de Sanchomartin,2018.0,4.4,39,Ribera del Duero,119.35,41.66575665,-3.686329463971761
1043,Figuero,Noble,2015.0,4.4,38,Ribera del Duero,60.0,41.66575665,-3.686329463971761
1044,Baigorri,De Garage Rioja,2005.0,4.4,37,Rioja,40.0,42.2814642,-2.482804975070473
1045,Pago Calzadilla,Gran Calzadilla,2010.0,4.4,37,Pago Calzadilla,34.75,40.1417164,-2.6540184
1046,Vivanco,4 Varietales Coleccion Rioja,2017.0,4.4,37,Rioja,24.0,42.2814642,-2.482804975070473
1048,Allende,Aurus,1998.0,4.4,37,Rioja,245.25,42.2814642,-2.482804975070473
1050,Museum,Numerus Clausus,2012.0,4.4,37,Cigales,59.9,41.7582863,-4.6989785
1051,Pujanza,Rioja Cisma,2012.0,4.4,37,Rioja,130.5,42.2814642,-2.482804975070473
1052,Vinicola Real,200 Monges Rioja Seleccion Especial Reserva Blanco,2008.0,4.4,36,Rioja,61.5,42.2814642,-2.482804975070473
1054,Castillo Perelada,Emporda Aires de Garbet,2018.0,4.4,36,Emporda,38.5,42.1893929,3.077661284375413
1057,Farina,Campus Gothorum,2017.0,4.4,35,Toro,41.0,41.5216963,-5.3939824
1058,Tinto Pesquera,Gran Reserva,2015.0,4.4,35,Ribera del Duero,74.5,41.66575665,-3.686329463971761
1059,Enric Soler,Nun Vinya dels Taus,2019.0,4.4,35,Penedes,45.39,33.4742351,-117.627579
1060,Galindo San Millan,La Pizca,2016.0,4.4,35,Toro,26.0,41.5216963,-5.3939824
1062,Legaris,Moradillo de Roa,2017.0,4.4,35,Ribera del Duero,29.89,41.66575665,-3.686329463971761
1063,Bodegas Casa Primicia,Cofradia,2014.0,4.4,34,Rioja,38.0,42.2814642,-2.482804975070473
1064,Pujanza,Rioja Cisma,2009.0,4.4,34,Rioja,132.4,42.2814642,-2.482804975070473
1065,Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2009.0,4.4,34,Priorato,69.0,44.8741121,10.1628956
1066,Castell Miquel,Stairway To Heaven Rosado,2020.0,4.4,34,Mallorca,13.99,39.613432,2.880353635614984
1067,Barco del Corneta,La Silleria,2017.0,4.4,34,Castilla y Leon,24.5,41.8037172,-4.7471726
1068,Joan d'Anguera,Planella,2020.0,4.4,34,Montsant,16.25,41.1171253,1.211005
1069,Martin Codax,Gallaecia Rias Baixes Albarino,2017.0,4.4,34,Rias Baixas,39.95,42.3533841,-7.8778072
1071,Xaloc,Monada,2013.0,4.4,33,Mallorca,35.4,39.613432,2.880353635614984
1072,Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2019.0,4.4,33,Valencia,20.95,39.4697065,-0.3763353
1073,Scala Dei,Heretge Priorat,2018.0,4.4,33,Priorato,39.99,44.8741121,10.1628956
1074,Terra Remota,Usted,2009.0,4.4,33,Emporda,159.8,42.1893929,3.077661284375413
1075,Allende,Martires Rioja,2017.0,4.4,33,Rioja,139.63,42.2814642,-2.482804975070473
1076,Bodegas Frontaura,Verdejo,2017.0,4.4,32,Toro,19.97,41.5216963,-5.3939824
1077,Carlos Moro,Vina Garugele,2015.0,4.4,32,Rioja,75.8,42.2814642,-2.482804975070473
1078,Bodegas Luis Perez,Petit Verdot,2013.0,4.4,32,Andalucia,52.5,37.3399964,-4.5811614
1079,Ladairo,Barrica,2018.0,4.4,32,Monterrei,20.95,25.6802019,-100.315258
1080,Conreria d'Scala Dei,Voltons,2017.0,4.4,32,Priorato,51.95,44.8741121,10.1628956
1081,Castell d'Encus,Ekam Essencia,2015.0,4.4,32,Costers del Segre,43.44,41.502298249999996,0.8273990115524253
1082,Traslascuestas,Valcavado de Traslascuestas,2014.0,4.4,31,Ribera del Duero,35.48,41.66575665,-3.686329463971761
1083,Tobia,Oscar Tobia Gran Reserva Rioja,2014.0,4.4,31,Rioja,28.0,42.2814642,-2.482804975070473
1084,Alvaro Palacios,La Baixada,2018.0,4.4,31,Priorato,239.5,44.8741121,10.1628956
1085,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019.0,4.4,31,Rioja,60.61,42.2814642,-2.482804975070473
1086,Lopez Cristobal,Seleccion,2012.0,4.4,31,Ribera del Duero,35.35,41.66575665,-3.686329463971761
1087,Codorniu,Cava El Tros Nou Pinot Noir,2009.0,4.4,30,Cava,89.9,42.31658175,1.6111496867672197
1088,Clos Mogador,Manyetes,2018.0,4.4,30,Priorato,74.56,44.8741121,10.1628956
1089,Sota els Angels,Tinto,2007.0,4.4,30,Emporda,33.4,42.1893929,3.077661284375413
1090,Berceo,Los Dominios de Berceo Prefiloxerico,2015.0,4.4,29,Rioja,29.25,42.2814642,-2.482804975070473
1093,Mas Blanch I Jove,Sao Expressiu,2012.0,4.4,28,Costers del Segre,34.5,41.502298249999996,0.8273990115524253
1094,Carlos Serres,Onomastica Rioja Reserva,2014.0,4.4,28,Rioja,21.88,42.2814642,-2.482804975070473
1095,La Rioja Alta,Vina Arana Gran Reserva,2015.0,4.4,28,Rioja,27.9,42.2814642,-2.482804975070473
1096,Anayon,Carinena Parcela 15 Vinas Viejas,2017.0,4.4,28,Carinena,54.9,41.3382122,-1.2263149
1097,David Moreno,Vobiscum,2015.0,4.4,28,Rioja,31.99,42.2814642,-2.482804975070473
1098,Vina Pedrosa,La Navilla,2017.0,4.4,27,Ribera del Duero,24.9,41.66575665,-3.686329463971761
1100,Bodega Numanthia,Termanthia,2000.0,4.4,27,Toro,140.0,41.5216963,-5.3939824
1101,Gutierrez de la Vega,Casta Diva Cosecha Miel Moscatel Dulce,2018.0,4.4,27,Alicante,15.5,38.3436365,-0.4881708
1102,Marques de Riscal,Baron de Chirel Rioja Reserva,2017.0,4.4,27,Rioja,95.0,42.2814642,-2.482804975070473
1103,Valdelosfrailes,Pago de Las Costanas,2005.0,4.4,27,Castilla y Leon,40.2,41.8037172,-4.7471726
1104,Remirez de Ganuza,Rioja Blanco,2019.0,4.4,27,Rioja,26.45,42.2814642,-2.482804975070473
1105,Briego,Vendimia Seleccionada,2020.0,4.4,27,Ribera del Duero,7.9,41.66575665,-3.686329463971761
1106,Guillem Carol - Cellers Carol Valles,Cava Gran Reserva Familiar Millenium Brut,2011.0,4.4,27,Cava,29.95,42.31658175,1.6111496867672197
1107,Barahonda,Zona Zepa Monastrell,2015.0,4.4,26,Yecla,59.9,38.613652,-1.1157373
1108,Abadia Retuerta,Petit Verdot,2016.0,4.4,26,Sardon de Duero,115.9,41.6085193,-4.4339323
1109,Tobia,Alma Tobia Blanco,2016.0,4.4,26,Rioja,33.0,42.2814642,-2.482804975070473
1111,Particular,Garnacha Vinas Centenarias,2015.0,4.4,25,Carinena,13.95,41.3382122,-1.2263149
1112,Bodegas Frontonio,El Jardin de las Iguales Vinedo Historico Garnacha,2016.0,4.4,25,Aragon,195.99,41.3787291,-0.7639373
1113,Bodegas Asenjo & Manso,Silvanus Edicion Limitada Ribera del Duero,2015.0,4.4,25,Ribera del Duero,46.0,41.66575665,-3.686329463971761
1118,R. Lopez de Heredia,Vina Tondonia Reserva,2008.0,4.3,6521,Rioja,37.9,42.2814642,-2.482804975070473
1119,Pintia,Toro,2010.0,4.3,6345,Toro,79.75,41.5216963,-5.3939824
1120,Abadia Retuerta,Seleccion Especial,2015.0,4.3,5152,Sardon de Duero,24.95,41.6085193,-4.4339323
1121,La Rioja Alta,Rioja Gran Reserva 904,2004.0,4.3,4994,Rioja,29.9,42.2814642,-2.482804975070473
1122,Dominio de Pingus,PSI,2018.0,4.3,4767,Ribera del Duero,29.13,41.66575665,-3.686329463971761
1123,Dominio de Pingus,PSI,2017.0,4.3,4457,Ribera del Duero,33.9,41.66575665,-3.686329463971761
1124,Muga,Seleccion Especial (Reserva),2015.0,4.3,4266,Rioja,28.0,42.2814642,-2.482804975070473
1125,Pago de Carraovejas,Tinto,2012.0,4.3,4023,Ribera del Duero,25.8,41.66575665,-3.686329463971761
1126,Emilio Moro,Malleolus,2016.0,4.3,3997,Ribera del Duero,37.86,41.66575665,-3.686329463971761
1127,Muga,Seleccion Especial (Reserva),2014.0,4.3,3829,Rioja,34.0,42.2814642,-2.482804975070473
1128,Matarromera,Ribera del Duero Reserva,2014.0,4.3,3660,Ribera del Duero,33.64,41.66575665,-3.686329463971761
1129,Matarromera,Ribera del Duero Reserva,2015.0,4.3,3620,Ribera del Duero,36.35,41.66575665,-3.686329463971761
1130,Muga,Prado Enea Gran Reserva,2006.0,4.3,3608,Rioja,35.5,42.2814642,-2.482804975070473
1131,Bodegas Mauro,Red,2017.0,4.3,3587,Castilla y Leon,66.75,41.8037172,-4.7471726
1132,Arzuaga,Ribera del Duero Crianza,2018.0,4.3,3524,Ribera del Duero,19.01,41.66575665,-3.686329463971761
